影像号,读者,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass
IMG-9E2C4ABE0B,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},fa6325076001aa7d13f06273199ed0bb48212a73,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",79.70498708951271,6.0,174.0,2f1218d7ea4de442116ac925fae59e18a95079ee,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(7, 13, 5, 46, 33, 25)",8856,1,"(29.447380307136406, 29.45099367660343, 17.774277326106596)","(-9.969889842362509, 33.53814862854272, 29.446457618141757)"
IMG-9E2C4ABE0B,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0ec52c7ec1e0c48b2f3b96b015288f17a215d705,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",76.3895656779661,24.0,170.0,ed7b6d7f4cc05dc52b470469bce1be4bdb2861b3,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(5, 5, 5, 54, 49, 25)",20993,1,"(30.519363597389606, 27.892869051588626, 15.7906445005478)","(-8.885755471503288, 33.08548862381426, 25.211383527261127)"
IMG-56F78D7F71,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ced37641f7963483bff346f023ec81130852b81f,3D,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)",59.519376706931354,29.0,136.0,99c4689ca90a744c3664f2fd8644888adb0d64fe,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)","(5, 5, 5, 63, 84, 44)",67626,1,"(35.44255168130601, 48.90607162925502, 27.489057463105905)","(-1.8942483186939754, 32.87717162925503, -7.222985073788209)"
IMG-B620C26C3C,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},f39c12d0d4275554aaf9bc78d3359e822116deae,3D,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)",67.90795968737145,1.0,170.0,663053b36423f84bdbd0dcd20111a52a447644d7,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)","(5, 5, 5, 29, 24, 12)",1939,1,"(17.920061887570913, 17.4337287261475, 10.30221763795771)","(-17.4449011234065, 48.31690580988416, 0.600741078807534)"
IMG-D0FB6C7AE7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ccf19c56f69552d318dff95f953572e11536adaa,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",71.38031619822485,24.0,144.0,ccef32b4ebfd3a7c8b25e1e92ae4ecfd2cb05ad2,"(1.0, 1.0, 2.0)","(52, 48, 26)","(7, 6, 7, 36, 36, 13)",4667,1,"(25.682022712663382, 22.894578958645813, 12.808442254124705)","(3.071179428887582, 26.357215352373636, 7.735514827243705)"
IMG-D0FB6C7AE7,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ef3f744ace42fed9fe2a79818a9861de4cb0fdf1,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",74.3839990138067,26.0,148.0,87a04afa9ff65a4bd2ac192ebab4c91417998567,"(1.0, 1.0, 2.0)","(52, 48, 26)","(5, 5, 5, 42, 38, 17)",9579,1,"(24.49180499008247, 23.447645892055537, 13.60966697985176)","(1.8770876514320278, 27.751710865818907, 6.776412314489569)"
IMG-D9EB6D7E30,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},804881e39712557c1d697569f7bd60f5d54bb6be,3D,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)",87.53396464646465,1.0,174.0,30e5e07bb8dda1dd6354350bbecf23b0a319315a,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)","(5, 5, 5, 38, 55, 23)",12710,1,"(23.627616050354053, 32.146341463414636, 17.296302124311566)","(13.059589904103381, 28.491355246769395, 39.23245544187186)"
IMG-21459DC175,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},46dbf27f41ad177fcfb0ea6b9dfd7bf3a155434f,3D,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)",75.11128048780488,11.0,174.0,a86a874acb7b197a91d74f80c8f05535635acb22,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)","(5, 5, 5, 31, 30, 18)",4999,1,"(18.80876175235047, 20.56131226245249, 14.023404680936187)","(-9.160632913560011, 63.83602897032314, 52.55966511834884)"
IMG-E04D5E9519,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},d64b910ba1ce29246a67df476b16e58eda439f52,3D,"(0.9999999999999998, 1.0, 2.0)","(61, 50, 24)",66.21709016393443,1.0,158.0,47fea88e2588aa615010ebf54e3a364e88b102ba,"(0.9999999999999998, 1.0, 2.0)","(61, 50, 24)","(5, 5, 5, 51, 40, 15)",6635,1,"(29.29600602863602, 25.891484551620195, 12.501582516955539)","(6.872444528948758, 40.36481655601006, 8.950542274153639)"
IMG-9FBC3B9E41,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},4878905669816b4fba471220236c84261875618f,3D,"(1.0, 0.9999999999999999, 1.9999999999999998)","(53, 38, 26)",62.63257199602781,1.0,174.0,28fd2d969f50f54af7ee99ad8d8209a91c8ccbb5,"(1.0, 0.9999999999999999, 1.9999999999999998)","(53, 38, 26)","(5, 5, 5, 43, 28, 16)",2230,1,"(20.937668161434978, 16.976233183856504, 13.245739910313901)","(-5.98829259476258, 51.24822139684463, -39.11940543373328)"
IMG-37A61CD40F,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},24f20dfa7b2cac8c03cb3aa87e83f40c09f85991,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(56, 51, 33)",61.304430863254396,30.0,136.0,62120dc3cc7093ed57566b6d124e13db1dc10349,"(0.9999999999999999, 0.9999999999999999, 2.0)","(56, 51, 33)","(5, 5, 5, 46, 41, 23)",10533,1,"(27.758378429697142, 21.235830247792652, 16.112978258805658)","(-5.18155306551494, 19.60714404281509, -3.4729434823886933)"
IMG-F9D06E12D1,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0d4f4d70d7d94db8c8103d4fc72e02c1e339d118,3D,"(0.9999999999999999, 1.0, 2.0)","(68, 50, 33)",64.6503475935829,18.0,174.0,306b9c99788cf225cd3ca0230ac44cac571f6477,"(0.9999999999999999, 1.0, 2.0)","(68, 50, 33)","(5, 5, 5, 58, 40, 28)",15764,1,"(35.22982745496067, 23.560010149708194, 19.353780766302968)","(-9.356533012343313, 58.55644138140348, 53.213547136869124)"
