影像号,读者,split,n_roi,n_below,n_above,frac_below,frac_above,roi_min,roi_max
IMG-99018A3BBF,R1,A,14283,0,0,0.0,0.0,-4.496066570281982,6.337408065795898
IMG-50E116010A,R1,A,15505,0,0,0.0,0.0,-3.8413479328155518,5.93345308303833
IMG-CA1864CAB7,R1,B,29753,0,0,0.0,0.0,-3.9051997661590576,3.694279193878174
IMG-B5724F0DA1,R1,B,13760,0,0,0.0,0.0,-3.2858779430389404,3.584564447402954
IMG-B58B195A92,R1,A,27309,0,0,0.0,0.0,-3.152977466583252,4.311934947967529
IMG-1B12ABD1BD,R1,A,3245,0,0,0.0,0.0,-2.6089365482330322,4.673931121826172
IMG-D41184EA72,R1,A,4069,0,0,0.0,0.0,-3.0027873516082764,5.030331611633301
IMG-5BA0ADBC4C,R1,B,4495,0,0,0.0,0.0,-3.649876117706299,5.0015363693237305
IMG-7A55781B9B,R1,A,7495,0,0,0.0,0.0,-3.2291455268859863,5.508508205413818
IMG-1956F93A94,R1,A,18290,0,0,0.0,0.0,-2.7613108158111572,8.309009552001953
IMG-2F127584F6,R1,B,4831,0,0,0.0,0.0,-2.7885096073150635,9.273957252502441
IMG-E32C034F3E,R1,A,30393,0,0,0.0,0.0,-3.6215386390686035,6.102698802947998
IMG-3764EDD622,R1,A,38657,0,0,0.0,0.0,-3.1858088970184326,10.64204216003418
IMG-64AB7DEE94,R1,A,31479,0,0,0.0,0.0,-3.558711528778076,7.599539756774902
IMG-A22BE3ED59,R1,A,22032,0,0,0.0,0.0,-3.5888140201568604,7.920551300048828
IMG-5A5B8AB14F,R1,B,10181,1,0,9.822217856792063e-05,0.0,-5.601906776428223,5.934473514556885
IMG-18C4D92767,R1,A,10361,0,0,0.0,0.0,-3.4437010288238525,7.265041351318359
IMG-65A394D23B,R1,B,13291,0,0,0.0,0.0,-4.318222999572754,5.552955150604248
IMG-6816D8B955,R1,A,14326,0,0,0.0,0.0,-2.540527105331421,5.126727104187012
IMG-15C2735A6C,R1,B,18131,0,0,0.0,0.0,-4.641195297241211,4.7504987716674805
IMG-6EC79803B0,R1,A,6640,0,0,0.0,0.0,-3.2845335006713867,5.444180488586426
IMG-4FC941C223,R1,A,2339,0,0,0.0,0.0,-3.052227020263672,4.677271366119385
IMG-492B7B6733,R1,A,1802,0,0,0.0,0.0,-2.8510031700134277,5.797083854675293
IMG-1C08E2D087,R1,A,16359,0,0,0.0,0.0,-2.8882174491882324,5.436672210693359
IMG-DE81D2274C,R1,A,2851,0,0,0.0,0.0,-2.9442100524902344,5.81910514831543
IMG-902274DA71,R1,A,6439,0,0,0.0,0.0,-3.0176899433135986,7.329322338104248
IMG-EA7B6364A7,R1,B,3768,0,0,0.0,0.0,-2.920884132385254,5.387583255767822
IMG-8AB7D47FEF,R1,B,22627,0,0,0.0,0.0,-4.357175827026367,6.652493953704834
IMG-BD44B1455E,R1,B,18689,0,0,0.0,0.0,-3.4653656482696533,6.052856922149658
IMG-114C90DEA1,R1,A,10487,0,0,0.0,0.0,-3.1465249061584473,6.862451076507568
IMG-E93A5C05AD,R1,A,1443,0,0,0.0,0.0,-3.502206563949585,3.174731492996216
IMG-FD48BE03D7,R1,B,5835,0,0,0.0,0.0,-3.7752418518066406,4.763941287994385
